Id,City,Locality,Total_Area,Price_per_SQFT,Price_in_Cr,Property_Type,BHK_Type,Baths,Balcony
3086,Bangalore,Kamakshipalya,1350,10370,1.4,Independent House,10.5 BHK,3,Yes
3087,Bangalore,Kothanur,4000,8750,3.5,Independent House,6 BHK,5,Yes
3088,Bangalore,Attiguppe,1080,27780,3,Independent House,7 BHK,3,No
3089,Bangalore,Kothanur,3400,4710,1.6,Independent House,5 BHK,6,Yes
3090,Bangalore,Dooravani Nagar,2200,3950,0.87,Independent House,6 BHK,4,Yes
3091,Bangalore,Mahadevapura,2200,3950,0.87,Independent House,6 BHK,4,Yes
3092,Bangalore,Peenya,1100,14540,1.6,Independent House,4 BHK,3,No
3093,Bangalore,Talaghattapura,2500,5040,1.26,Independent House,3 BHK,4,Yes
3094,Bangalore,Kachamaranahalli,1195,5440,0.65,Flat,2 BHK,3,No
3095,Bangalore,Kakaramanahalli,1000,5500,0.55,Independent House,1 BHK,3,No
3096,Bangalore,Thotada Guddadhalli Village,1650,4850,0.8,Independent House,3 BHK,3,Yes
3097,Bangalore,Bannerughatta,1820,7690,1.4,Flat,3 BHK,3,Yes
3098,Bangalore,RR Nagar,1200,4170,0.5,Independent House,2 BHK,3,Yes
3099,Bangalore,Shivaji Nagar,5500,25000,13.75,Independent House,1 BK,5,Yes
3100,Bangalore,Kammanahalli,950,105000,9.98,Independent House,2 BHK,3,Yes
3101,Bangalore,Ullal Uppanagar,1200,7500,0.9,Independent House,3 BHK,3,Yes
3102,Bangalore,JP Nagar,1288,12420,1.6,Independent House,4.5 BHK,3,Yes
3103,Bangalore,KPC Layout,2700,8150,2.2,Flat,4 BHK,4,Yes
3104,Bangalore,Banashankari 6th Stage 6th Block,1200,6670,0.8,Independent House,3 BHK,3,Yes
3105,Bangalore,Rajajinagar,2690,20450,5.5,Flat,4 BHK,4,Yes
3106,Bangalore,Anjanapura Township,4000,5250,2.1,Independent House,6 BHK,3,Yes
3107,Bangalore,Mallathahalli,3800,3950,1.5,Independent House,5 BHK,3,Yes
3108,Bangalore,Kengeri Satellite Town,2400,12500,3,Independent House,5 BHK,4,Yes
3109,Bangalore,Yeshwanthpur,500,13600,0.68,Independent House,1 BHK,2,Yes
3110,Bangalore,Koramangala,2620,10110,2.65,Flat,4 BHK,4,Yes
3111,Bangalore,Budigere Cross,3500,3710,1.3,Independent House,1 BHK,4,Yes
3112,Bangalore,Bannikuppe,550,4360,0.24,Independent House,1 BHK,2,Yes
3113,Bangalore,Bommanahalli,900,13220,1.19,Independent House,3 BHK,3,Yes
3114,Bangalore,Nagarbhavi,2200,6590,1.45,Independent House,4 BHK,4,Yes
3115,Bangalore,Vidyaranyapura,1760,2390,0.42,Flat,3 BHK,3,Yes
3116,Bangalore,Kammanahalli,750,14670,1.1,Independent House,2 BHK,2,Yes
3117,Bangalore,Banashankari,1659,8080,1.34,Flat,3 BHK,3,Yes
3118,Bangalore,Kodipur,1229,4920,0.6,Flat,3 BHK,3,Yes
3119,Bangalore,Sarjapur,1750,4540,0.79,Villa,3 BHK,3,Yes
3120,Bangalore,Kurubarahalli,750,8000,0.6,Independent House,1 BK,2,No
3121,Bangalore,Budigere,1148,8540,0.98,Flat,2 BHK,3,No
3122,Bangalore,Kasavanahalli,1050,4380,0.46,Flat,2 BHK,3,Yes
3123,Bangalore,Electronic City,1155,4500,0.52,Flat,2 BHK,3,No
3124,Bangalore,Jogupalya,1965,11960,2.35,Flat,3 BHK,3,Yes
3125,Bangalore,Marasandra Plantation,845,4140,0.35,Flat,2 BHK,3,Yes
3126,Bangalore,Nagarbhavi,1500,7670,1.15,Independent House,4 BHK,3,Yes
3127,Bangalore,Electronic City Phase II,755,5030,0.38,Independent House,2 BHK,2,Yes
3128,Bangalore,Krishnarajapura,625,4320,0.27,Flat,1 BHK,2,No
3129,Bangalore,Padmanabhanagar,1332,4500,0.6,Flat,3 BHK,3,No
3130,Bangalore,Marsur,5000,4000,2,Independent House,7 BHK,5,Yes
3131,Bangalore,Sarjapur,1174,6300,0.74,Flat,2 BHK,3,Yes
3132,Bangalore,Malleswaram,5400,16670,9,Independent House,3 BHK,5,Yes
3133,Bangalore,Parappana Agrahara,8000,1880,1.5,Flat,8 BHK,3,Yes
3134,Bangalore,Mathikere,2800,8210,2.3,Independent House,6 BHK,4,Yes
3135,Bangalore,Vijayanagar,1200,15000,1.8,Independent House,3 BHK,3,No
3136,Bangalore,Cheemasandra,1200,4670,0.56,Independent House,3 BHK,3,Yes
3137,Bangalore,Kammanahalli,2535,6310,1.6,Independent House,3 BHK,4,Yes
3138,Bangalore,Nelamangala,2800,2400,0.67,Independent House,10 BHK,4,Yes
3139,Bangalore,Chandapura,2225,5030,1.12,Villa,3 BHK,4,Yes
3140,Bangalore,Sarjapur,1145,6290,0.72,Flat,2 BHK,3,No
3141,Bangalore,Bommasandra,2600,5420,1.41,Villa,3 BHK,4,Yes
3142,Bangalore,Chandapura,2225,5120,1.14,Villa,3 BHK,4,Yes
3143,Bangalore,Basaveshwara Nagar,700,4930,0.35,Flat,2 BHK,2,No
3144,Bangalore,Kumaraswamy Layout,5000,2500,1.25,Independent House,5 BHK,5,Yes
3145,Bangalore,Kengeri,1200,5300,0.64,Independent House,2 BHK,3,No
3146,Bangalore,HSR Layout,1097,5740,0.63,Flat,2 BHK,3,Yes
3147,Bangalore,Chandapura,2690,5050,1.36,Villa,3 BHK,4,Yes
3148,Bangalore,Chandapura,2500,5560,1.39,Villa,3 BHK,4,Yes
3149,Bangalore,Kasturi Nagar,750,12000,0.9,Independent House,2 BHK,2,Yes
3150,Bangalore,Ramanagara,1490,5370,0.8,Flat,3 BHK,3,Yes
3151,Bangalore,Virupakshapura,1375,5090,0.7,Flat,3 BHK,3,No
3152,Bangalore,Bommasandra,2050,8680,1.78,Independent House,3 BHK,4,Yes
3153,Bangalore,Haralur,1335,5620,0.75,Flat,2 BHK,3,No
3154,Bangalore,Kamanahalli,1200,5330,0.64,Independent House,3 BHK,3,No
3155,Bangalore,Andrahalli,1200,4580,0.55,Independent House,2 BHK,3,No
3156,Bangalore,Thanisandra,600,11670,0.7,Independent House,1 BHK,2,No
3157,Bangalore,Krishnarajapura,3630,11020,4,Flat,4 BHK,2,Yes
3158,Bangalore,HSR Layout,1097,5470,0.6,Flat,2 BHK,3,Yes
3159,Bangalore,Bellandur,1229,6260,0.77,Flat,2 BHK,3,No
3160,Bangalore,Dooravani Nagar,3000,2830,0.85,Independent House,5 BHK,4,Yes
3161,Bangalore,Shivaji Nagar,1999,13010,2.6,Independent House,3 BHK,3,Yes
3162,Bangalore,Attibele,698,6020,0.42,Flat,2 BHK,2,Yes
3163,Bangalore,Electronic City Phase II,1200,5420,0.65,Independent House,2 BHK,3,Yes
3164,Bangalore,Electronic City,2225,5120,1.14,Villa,3 BHK,4,Yes
3165,Bangalore,Electronic City,1150,3830,0.44,Flat,2 BHK,3,Yes
3166,Bangalore,Laxmipura,2100,11860,2.49,Independent House,10.5 BHK,4,Yes
3167,Bangalore,Bommanahalli,610,19510,1.19,Independent House,3 BHK,2,Yes
3168,Bangalore,Attiguppe,615,5690,0.35,Flat,1 BHK,2,Yes
3169,Bangalore,Seegehalli,1200,3750,0.45,Independent House,3 BHK,3,Yes
3170,Bangalore,Kadabagere,2700,7040,1.9,Villa,4 BHK,4,Yes
3171,Bangalore,Soladevanahalli,4000,3000,1.2,Independent House,8.5 BHK,1,Yes
3172,Bangalore,Sarjapur,1361,11760,1.6,Flat,3 BHK,3,No
3173,Bangalore,Thathaguni,1200,2920,0.35,Independent House,2 BHK,3,Yes
3174,Bangalore,Kadabagere,750,16000,1.2,Independent House,2 BHK,2,No
3175,Bangalore,Medahalli,1800,5000,0.9,Independent House,4 BHK,3,Yes
3176,Bangalore,Sidedahalli,1050,2380,0.25,Flat,2 BHK,3,No
3177,Bangalore,Nagalapura,1200,16250,1.95,Independent House,2 BHK,3,No
3178,Bangalore,Yelachanayakanapura,1200,3750,0.45,Independent House,3 BHK,3,No
3179,Bangalore,Attibele,3800,4470,1.7,Independent House,4 BHK,3,Yes
3180,Bangalore,Rajajinagar,1250,8800,1.1,Flat,3 BHK,3,No
3181,Bangalore,Nagarbhavi,850,5290,0.45,Flat,2 BHK,3,No
3182,Bangalore,Mattanahalli,1411,9000,1.27,Flat,3 BHK,3,No
3183,Bangalore,Banashankari,1920,4110,0.79,Independent House,6 BHK,3,Yes
3184,Bangalore,Bidadi,1000,5500,0.55,Independent House,1 BHK,3,No
3185,Bangalore,Anjanapura,1351,4440,0.6,Flat,3 BHK,3,Yes
3186,Bangalore,Ullal Uppanagar,1200,5670,0.68,Independent House,2 BHK,3,Yes
3187,Bangalore,Mallathahalli,1230,4230,0.52,Flat,3 BHK,3,No
3188,Bangalore,JP Nagar,8000,10000,8,Independent House,4 BHK,6,Yes
3189,Bangalore,Bilekahalli,1221,6960,0.85,Flat,2 BHK,3,No
3190,Bangalore,Madanayakahalli,795,9810,0.78,Independent House,5 BHK,2,Yes
3191,Bangalore,Nandini Layout,1300,6150,0.8,Flat,3 BHK,3,No
3192,Bangalore,Kumaraswamy Layout,1000,15500,1.55,Independent House,3 BHK,3,Yes
3193,Bangalore,Electronic City Phase II,1200,9170,1.1,Independent House,7 BHK,3,Yes
3194,Bangalore,Chikbanavara,1200,12500,1.5,Independent House,2 BHK,3,No
3195,Bangalore,Subramanyapura,1200,20000,2.4,Villa,2 BHK,3,No
3196,Bangalore,Anjanapura Township,2400,12500,3,Independent House,6 BHK,4,Yes
3197,Bangalore,Doddaballapura,600,4830,0.29,Independent House,2 BHK,2,Yes
3198,Bangalore,Subramanyapura,1200,3500,0.42,Flat,2 BHK,3,No
3199,Bangalore,Ramamurthy Nagar,2000,7000,1.4,Independent House,4 BHK,4,Yes
3200,Bangalore,Gunjur Village,1216,11510,1.4,Flat,2 BHK,3,Yes
3201,Bangalore,Bannerughatta,550,4180,0.23,Villa,1 BHK,2,No
3202,Bangalore,RR Nagar,4800,6670,3.2,Independent House,5+ BHK,5,Yes
3203,Bangalore,Makali,500,2400,0.12,Flat,1 BHK,2,No
3204,Bangalore,Parappana Agrahara,5000,3800,1.9,Independent House,8 BHK,5,Yes
3205,Bangalore,Bellandur,1680,6250,1.05,Flat,3 BHK,3,Yes
3206,Bangalore,Jalahalli,2500,7200,1.8,Independent House,7 BHK,4,Yes
3207,Bangalore,Sarjapur,1800,4940,0.89,Villa,4 BHK,3,Yes
3208,Bangalore,RT Nager,1100,18180,2,Independent House,3 BHK,3,No
3209,Bangalore,Kaggalipura,700,6430,0.45,Flat,1 BHK,2,No
3210,Bangalore,Haralur,1150,5040,0.58,Flat,2 BHK,3,Yes
3211,Bangalore,Kaggadasapura,900,3890,0.35,Flat,2 BHK,3,Yes
3212,Bangalore,Yelahanka New Town,2639,10990,2.9,Villa,3 BHK,4,Yes
3213,Bangalore,Thyvakanahally,973,4110,0.4,Flat,2 BHK,3,No
3214,Bangalore,Bommanahalli,1125,5330,0.6,Flat,3 BHK,3,No
3215,Bangalore,Haralur,1202,5320,0.64,Flat,2.5 BHK,3,No
3216,Bangalore,Frazer Town,1200,10830,1.3,Flat,3 BHK,3,Yes
3217,Bangalore,BTM Layout,15000,6330,9.49,Independent House,5 BHK,2,Yes
3218,Bangalore,Nagarbhavi,1557,5780,0.9,Flat,3 BHK,3,Yes
3219,Bangalore,Sunkadakatte,1900,6050,1.15,Independent House,4 BHK,3,Yes
3220,Bangalore,Banashankari,1450,4960,0.72,Independent House,3 BHK,3,No
3221,Bangalore,Singasandra,600,14170,0.85,Independent House,7 BHK,2,Yes
3222,Bangalore,Parappana Agrahara,600,14170,0.85,Independent House,7 BHK,2,Yes
3223,Bangalore,Class D Employees Housing Society Layout,1010,10890,1.1,Independent House,3 BHK,3,No
3224,Bangalore,Krishnarajapura,1200,7080,0.85,Independent House,2 BHK,3,No
3225,Bangalore,Sonnur,1446,4500,0.65,Villa,3 BHK,3,Yes
3226,Bangalore,Bannerughatta,600,5000,0.3,Independent House,1 BHK,2,No
3227,Bangalore,Totagere,1350,11410,1.54,Independent House,5+ BHK,3,Yes
3228,Bangalore,BTM Layout,1200,5420,0.65,Flat,2 BHK,3,Yes
3229,Bangalore,Byagadadhenahalli,620,3390,0.21,Flat,2 BHK,2,Yes
3230,Bangalore,Hurulichikanahalli,1000,5200,0.52,Independent House,2 BHK,3,Yes
3231,Bangalore,Bannerughatta,2100,6670,1.4,Independent House,3 BHK,4,Yes
3232,Bangalore,Malur,2150,3490,0.75,Independent House,3 BHK,4,Yes
3233,Bangalore,Kamakshipalya,1200,7920,0.95,Flat,1 BK,3,Yes
3234,Bangalore,Krishnarajapura,2300,4570,1.05,Independent House,3 BHK,4,Yes
3235,Bangalore,Koramangala,1000,30000,3,Independent House,2 BHK,3,Yes
3236,Bangalore,Cox Town,1260,15480,1.95,Independent House,3 BHK,3,No
3237,Bangalore,Kodathi,1360,6250,0.85,Flat,3 BHK,3,No
3238,Bangalore,Kithaganur Colony,1000,8000,0.8,Independent House,2 BHK,3,Yes
3239,Bangalore,Nayandahalli,4500,4220,1.9,Independent House,10 BHK,5,Yes
3240,Bangalore,Bettadasanapura,920,4130,0.38,Flat,2 BHK,3,Yes
3241,Bangalore,Bommasandra,730,6160,0.45,Flat,1 BHK,2,No
3242,Bangalore,Soppahalli,900,4100,0.37,Villa,2 BHK,3,Yes
3243,Bangalore,RR Nagar,5800,7410,4.3,Independent House,5 BHK,5,Yes
3244,Bangalore,RR Nagar,5400,7960,4.3,Independent House,4 BHK,5,Yes
3245,Bangalore,Bagalur,1068,5240,0.56,Flat,3 BHK,3,Yes
3246,Bangalore,Sarjapur,1068,5710,0.61,Flat,2 BHK,3,Yes
3247,Bangalore,BTM Layout,3900,4230,1.65,Independent House,7 BHK,5,Yes
3248,Bangalore,Kartik Nagar,2500,5800,1.45,Independent House,4 BHK,4,Yes
3249,Bangalore,Annapurneshwari Nagar,1064,8930,0.95,Independent House,2 BHK,3,No
3250,Bangalore,RT Nager,4000,10000,4,Independent House,6 BHK,5,Yes
3251,Bangalore,Mathikere,2800,10000,2.8,Independent House,6 BHK,4,Yes
3252,Bangalore,Kadugodi,2200,4040,0.89,Independent House,4 BHK,4,Yes
3253,Bangalore,Chandapura,2225,5030,1.12,Villa,3 BHK,4,Yes
3254,Bangalore,Chandapura,2700,5520,1.49,Villa,3 BHK,4,Yes
3255,Bangalore,Chandapura,2331,5530,1.29,Villa,3 BHK,4,Yes
3256,Bangalore,Sarjapur,1229,6100,0.75,Flat,2 BHK,3,No
3257,Bangalore,Chandapura,3500,5460,1.91,Villa,4 BHK,6,Yes
3258,Bangalore,Banashankari,974,5240,0.51,Flat,2 BHK,3,Yes
3259,Bangalore,Soppahalli,800,4610,0.37,Villa,2 BHK,2,No
3260,Bangalore,Soppahalli,850,4340,0.37,Villa,2 BHK,3,Yes
3261,Bangalore,Shivaji Nagar,1700,21180,3.6,Independent House,4 BHK,3,Yes
3262,Bangalore,Electronic City,2225,5030,1.12,Independent House,3 BHK,4,Yes
3263,Bangalore,Chandapura,2225,5030,1.12,Villa,3 BHK,4,Yes
3264,Bangalore,Sarjapur,1145,6290,0.72,Flat,2 BHK,3,Yes
3265,Bangalore,Doddabommasandra,1250,4960,0.62,Flat,3 BHK,3,Yes
3266,Bangalore,Hebbal Kempapura,1200,20420,2.45,Independent House,2 BHK,3,Yes
3267,Bangalore,Doddajala,905,5080,0.46,Flat,2 BHK,3,Yes
3268,Bangalore,HSR Layout,1066,5440,0.58,Flat,2 BHK,3,Yes
3269,Bangalore,HSR Layout,1066,5440,0.58,Flat,2 BHK,3,No
3270,Bangalore,Chikkadunnasandra,1710,14620,2.5,Villa,4 BHK,3,Yes
3271,Bangalore,Bannerughatta,1200,3000,0.36,Villa,3 BHK,3,No
3272,Bangalore,Bangalore City Municipal Corporation Layout,1000,18000,1.8,Independent House,2 BHK,3,Yes
3273,Bangalore,Neelasandra,600,2670,0.16,Independent House,2 BHK,2,No
3274,Bangalore,Yelahanka,1114,4760,0.53,Flat,2 BHK,3,No
3275,Bangalore,Doddabommasandra,1250,4800,0.6,Flat,3 BHK,3,Yes
3276,Bangalore,Yelahanka,2500,4600,1.15,Flat,3 BHK,4,Yes
3277,Bangalore,Byagadadhenahalli,620,4030,0.25,Flat,1 BHK,2,No
3278,Bangalore,Bannerughatta,1198,4170,0.5,Flat,2 BHK,3,Yes
3279,Bangalore,Banashankari,1250,6960,0.87,Flat,3 BHK,3,Yes
3280,Bangalore,Margondanahalli,900,7780,0.7,Independent House,2 BHK,3,Yes
3281,Bangalore,Uttarahalli Hobli,1200,14170,1.7,Independent House,4 BHK,3,Yes
3282,Bangalore,RT Nager,1200,8000,0.96,Flat,3 BHK,3,No
3283,Bangalore,Battarahalli,650,5000,0.32,Flat,2 BHK,2,Yes
3284,Bangalore,Annapurneshwari Nagar,3500,5490,1.92,Independent House,8 BHK,5,Yes
3285,Bangalore,Abbigere,711,6610,0.47,Flat,1 BHK,2,No
3286,Bangalore,Lingadheeranahalli,1200,10000,1.2,Independent House,2 BHK,3,No
3287,Bangalore,Nagarbhavi,5100,8140,4.15,Independent House,5 BHK,5,Yes
3288,Bangalore,Krishnarajapura,2300,6090,1.4,Villa,4 BHK,4,Yes
3289,Bangalore,Devanahalli,1800,4330,0.78,Independent House,3 BHK,3,Yes
3290,Bangalore,Bannerughatta,1118,5100,0.57,Flat,2 BHK,3,Yes
3291,Bangalore,Srinivaspur,1050,3620,0.38,Flat,2 BHK,3,No
3292,Bangalore,Bidare Agraha,550,9090,0.5,Independent House,2 BHK,2,Yes
3293,Bangalore,Indira Nagar,2435,9030,2.2,Flat,5 BHK,4,Yes
3294,Bangalore,Yelahanka,1180,3560,0.42,Flat,3 BHK,3,No
3295,Bangalore,Hongasandra,715,5170,0.37,Flat,1 BHK,2,No
3296,Bangalore,Yelahanka,1330,7140,0.95,Independent House,3 BHK,3,Yes
3297,Bangalore,Yelahanka,1231,6900,0.85,Independent House,2 BHK,3,No
3298,Bangalore,Virupakshapura,1915,3650,0.7,Flat,3 BHK,3,Yes
3299,Bangalore,Sarjapur,1225,6370,0.78,Flat,2 BHK,3,Yes
3300,Bangalore,Rayasandra,850,4940,0.42,Independent House,2 BHK,3,Yes
3301,Bangalore,Marathahalli,4200,6190,2.6,Independent House,7 BHK,5,Yes
3302,Bangalore,Subramanyapura,1200,5670,0.68,Independent House,2 BHK,3,No
3303,Bangalore,Mattanahalli,800,9380,0.75,Independent House,3 BHK,5,No
3304,Bangalore,Banashankari,1200,5670,0.68,Flat,1 BHK,3,No
3305,Bangalore,Peenya,4000,3500,1.4,Independent House,10 BHK,2,Yes
3306,Bangalore,Rajajinagar,2000,7500,1.5,Independent House,2 BHK,1,Yes
3307,Bangalore,Hennur,965,4140,0.4,Flat,2 BHK,3,No
3308,Bangalore,RR Nagar,4400,6480,2.85,Villa,4 BHK,5,Yes
3309,Bangalore,Badamanavarthekaval,1800,6670,1.2,Independent House,3 BHK,3,Yes
3310,Bangalore,Bannerughatta,550,4360,0.24,Independent House,1 BHK,2,No
3311,Bangalore,Kaval Bairasandra,3600,5830,2.1,Independent House,6 BHK,4,Yes
3312,Bangalore,RMV Extension Stage 2,1120,13840,1.55,Flat,2 BHK,3,Yes
3313,Bangalore,Ragavendra Industrial Estate,400,11250,0.45,Independent House,2 BHK,2,Yes
3314,Bangalore,Koti Hosahalli,2800,4290,1.2,Independent House,4 BHK,4,Yes
3315,Bangalore,Banaswadi,2700,9630,2.6,Independent House,5 BHK,4,Yes
3316,Bangalore,Nagasandra,1680,7740,1.3,Flat,3 BHK,3,Yes
3317,Bangalore,Attibele,2500,3200,0.8,Independent House,4 BHK,4,Yes
3318,Bangalore,Kyalasanahalli,600,7500,0.45,Independent House,2 BHK,2,No
3319,Bangalore,Cottonpet,4000,8000,3.2,Independent House,10.5 BHK,3,Yes
3320,Bangalore,Wilson Garden,1700,5880,1,Flat,3 BHK,3,Yes
3321,Bangalore,Kadabagere,675,2150,0.15,Flat,2 BHK,2,Yes
3322,Bangalore,Kammasandra,1200,5500,0.66,Independent House,3 BHK,3,No
3323,Bangalore,Akshayanagar,600,6670,0.4,Flat,1 BK,2,Yes
3324,Bangalore,Gunjur,1545,8000,1.24,Flat,3 BHK,3,Yes
3325,Bangalore,Bommasandra,1200,3750,0.45,Independent House,2 BHK,3,Yes
3326,Bangalore,Ramanagara,1315,5170,0.68,Flat,3 BHK,3,No
3327,Bangalore,Banashankari,4000,4380,1.75,Independent House,8 BHK,3,Yes
3328,Bangalore,Kacharakanahalli,2000,3600,0.72,Independent House,5 BHK,4,Yes
3329,Bangalore,Vidyaranyapura,2144,5600,1.2,Independent House,2 BHK,4,Yes
3330,Bangalore,BTM Layout,1000,7800,0.78,Flat,2 BHK,3,No
3331,Bangalore,Kaval Bairasandra,1450,4830,0.7,Flat,3 BHK,3,Yes
3332,Bangalore,Jakkur,5200,6830,3.55,Independent House,2 BHK,5,Yes
3333,Bangalore,BTM Layout,1200,17500,2.1,Independent House,3 BHK,3,Yes
3334,Bangalore,HAL,1600,2810,0.45,Independent House,2 BHK,3,No
3335,Bangalore,Papanahalli,800,7300,0.58,Independent House,2 BHK,1,Yes
3336,Bangalore,Mavalli,828,19320,1.6,Independent House,1 BHK,3,Yes
3337,Bangalore,Kengeri Satellite Town,1200,5200,0.62,Independent House,2 BHK,3,Yes
3338,Bangalore,Sunkadakatte,840,7380,0.62,Independent House,3 BHK,3,Yes
3339,Bangalore,Nehru Nagar,650,11850,0.77,Independent House,2 BHK,2,Yes
3340,Bangalore,Kaval Bairasandra,1500,4670,0.7,Flat,3 BHK,3,Yes
3341,Bangalore,Sidedahalli,2400,3540,0.85,Independent House,2 BHK,4,Yes
3342,Bangalore,Krishnarajapura,1500,4530,0.68,Flat,3 BHK,3,No
3343,Bangalore,Vijayanagar,450,8890,0.4,Flat,2 BHK,2,No
3344,Bangalore,Kammanahalli,3000,12500,3.75,Independent House,4 BHK,1,Yes
3345,Bangalore,Nagasandra,3000,2830,0.85,Independent House,6 BHK,3,Yes
3346,Bangalore,Bidrahalli,1200,4830,0.58,Independent House,3 BHK,3,Yes
3347,Bangalore,Kommaghatta,1200,9170,1.1,Independent House,2 BHK,3,No
3348,Bangalore,Jagajeevanram Nagar,500,14000,0.7,Independent House,1 BHK,2,No
3349,Bangalore,Bommanahalli,7800,3210,2.5,Flat,1.5 BHK,2,Yes
3350,Bangalore,Nagarbhavi,4560,2080,0.95,Independent House,6 BHK,5,Yes
3351,Bangalore,Vidyaranyapura,2100,10480,2.2,Flat,3 BHK,4,Yes
3352,Bangalore,RMV Extension Stage 2,850,3760,0.32,Flat,2 BHK,3,Yes
3353,Bangalore,Hanumanthapura,1200,18330,2.2,Independent House,2 BHK,3,Yes
3354,Bangalore,Kumaraswamy Layout,500,25000,1.25,Independent House,1 BHK,2,No
3355,Bangalore,Ramamurthy Nagar,3500,5000,1.75,Independent House,9 BHK,4,Yes
3356,Bangalore,Kothanur,5300,4720,2.5,Independent House,10 BHK,5,Yes
3357,Bangalore,Bannerughatta,1000,11000,1.1,Flat,1 BHK,3,No
3358,Bangalore,Hebbal Kempapura,1300,15380,2,Independent House,4 BHK,3,No
3359,Bangalore,Akshayanagar,576,3990,0.23,Flat,1 BHK,2,No
3360,Bangalore,Benson Town,2615,9560,2.5,Flat,4 BHK,4,Yes
3361,Bangalore,Varadharaja Nagar,1350,4070,0.55,Flat,3 BHK,3,No
3362,Bangalore,Devanahalli,5000,16000,8,Villa,7 BHK,5,Yes
3363,Bangalore,Kothanur,5500,5090,2.8,Independent House,10.5 BHK,5,Yes
3364,Bangalore,Bommasandra,1229,6260,0.77,Flat,2 BHK,3,Yes
3365,Bangalore,Whitefield,3859,15550,6,Villa,3 BHK,1,Yes
3366,Bangalore,Hulimavu,500,4950,0.25,Flat,1 BHK,2,No
3367,Bangalore,Yelahanka,907,5510,0.5,Flat,2 BHK,3,Yes
3368,Bangalore,JP Nagar,3050,13110,4,Independent House,4 BHK,1,Yes
3369,Bangalore,Kengeri Satellite Town,430,4880,0.21,Flat,1 BHK,2,No
3370,Bangalore,Mattanahalli,1150,5650,0.65,Flat,2 BHK,3,No
3371,Bangalore,Padmanabhanagar,5000,6600,3.3,Independent House,10 BHK,5,Yes
3372,Bangalore,Devarachikkana Halli,788,11420,0.9,Independent House,1 BHK,2,No
3373,Bangalore,Haragadde,1980,252000,49.9,Independent House,10 BHK,3,Yes
3374,Bangalore,BTM Layout,4050,5800,2.35,Independent House,10 BHK,5,Yes
3375,Bangalore,Nagenahalli,1500,16000,2.4,Flat,2 BHK,3,No
3376,Bangalore,Electronic City Phase II,1200,13330,1.6,Independent House,4 BHK,3,No
3377,Bangalore,Wilson Garden,1050,7620,0.8,Flat,2 BHK,3,Yes
3378,Bangalore,Rayasandra,1200,3500,0.42,Independent House,2 BHK,3,No
3379,Bangalore,Kadabagere,4500,2780,1.25,Independent House,9 BHK,5,Yes
3380,Bangalore,Gopasandra,1327,4900,0.65,Flat,3 BHK,3,Yes
3381,Bangalore,Hampapura,1432,5930,0.85,Flat,2 BHK,3,Yes
3382,Bangalore,Vijayanagar,600,21670,1.3,Independent House,2 BHK,2,No
3383,Bangalore,Kalyan Nagar,1600,15630,2.5,Independent House,2 BHK,3,No
3384,Bangalore,Kengeri Satellite Town,600,8330,0.5,Independent House,1 BHK,2,No
3385,Bangalore,Kattigenahalli,1365,4980,0.68,Flat,3 BHK,3,No
3386,Bangalore,Belathur,1176,7060,0.83,Flat,2 BHK,3,No
3387,Bangalore,Bharat Nagar,4100,4390,1.8,Independent House,5 BHK,5,Yes
3388,Bangalore,Kacharakanahalli,1706,11140,1.9,Independent House,3 BHK,3,Yes
3389,Bangalore,Seegehalli,2400,5210,1.25,Independent House,4 BHK,4,Yes
3390,Bangalore,Kithaganur Colony,1200,6920,0.83,Independent House,2 BHK,3,Yes
3391,Bangalore,Bannerughatta,550,4360,0.24,Independent House,1 BHK,2,No
3392,Bangalore,RR Nagar,3600,5550,2,Independent House,5 BHK,5,Yes
3393,Bangalore,Varthur,6660,2970,1.98,Independent House,10.5 BHK,5,Yes
3394,Bangalore,Krishnarajapura,4000,9750,3.9,Villa,5 BHK,4,Yes
3395,Bangalore,Byagadadhenahalli,786,3050,0.24,Flat,2 BHK,2,Yes
3396,Bangalore,Bannerughatta,1523,5910,0.9,Flat,2 BHK,3,Yes
3397,Bangalore,Binnipete,1850,4860,0.9,Independent House,5 BHK,3,Yes
3398,Bangalore,Chikkalasandra,2100,11900,2.5,Independent House,5 BHK,4,Yes
3399,Bangalore,Cottonpet,1800,3890,0.7,Independent House,4 BHK,3,Yes
3400,Bangalore,Seegehalli,1060,10850,1.15,Independent House,2 BHK,3,Yes
3401,Bangalore,Hoskote,5000,5000,2.5,Independent House,3 BHK,5,Yes
3402,Bangalore,Gollarapalya,3500,7140,2.5,Villa,5 BHK,4,Yes
3403,Bangalore,Horamavu,4000,4630,1.85,Independent House,10 BHK,1,Yes
3404,Bangalore,Anagalapura,707,4240,0.3,Flat,1 BHK,2,No
3405,Bangalore,Kithaganur Colony,1350,6670,0.9,Independent House,3 BHK,3,Yes
3406,Bangalore,Banaswadi,600,16670,1,Independent House,2 BHK,2,No
3407,Bangalore,Bannerughatta,550,4360,0.24,Independent House,1 BHK,2,No
3408,Bangalore,RMV Extension Stage 2,1350,14810,2,Independent House,6 BHK,3,Yes
3409,Bangalore,Jigani,5989,834000,499.48,Villa,2 BHK,5,Yes
3410,Bangalore,Kyathsandra,1200,3580,0.43,Independent House,2 BHK,3,No
3411,Bangalore,Ramanagara,1028,4280,0.44,Flat,2 BHK,3,No
