Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
Azadgarh Residency,"2 BHK Flat for sale in Regent Park, Kolkata",₹25.0 L,"Regent Place, Regent Park,Kolkata",555,4500,2,No
"Nagerbazar, Kolkata","2 BHK Flat for sale in Nagerbazar, Kolkata",₹29.0 L,"Nagerbazar, Kolkata",750,3870,2,Yes
Pubali,"2 BHK Flat for sale in Baguiati, Kolkata",₹42.0 L,"Ashwini Nagar, Baguiati,Kolkata",1200,3500,3,No
"Greater Bakul Bithi, Thakurpukur,Kolkata","2 BHK Flat for sale in Thakurpukur, Kolkata",₹35.0 L,"Greater Bakul Bithi, Thakurpukur,Kolkata",900,3890,3,Yes
"Debmalya Appartment ,Dum Dum Park, Kolkata","2 BHK Flat for sale in Dum Dum Park, Kolkata",₹45.0 L,"Debmalya Appartment ,Dum Dum Park, Kolkata",860,5230,3,No
Maa Tara Apartment,"2 BHK Flat for sale in Tollygunge, Kolkata",₹20.0 L,"Rajendra Prasad Colony, Tollygunge,Kolkata",650,3080,2,Yes
"Amarabati, Sodepur,Kolkata","2 BHK Flat for sale in Sodepur, Kolkata",₹16.0 L,"Amarabati, Sodepur,Kolkata",800,2000,5,Yes
"Sherwood Estate,Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹45.0 L,"Sherwood Estate,Ramchandrapur, Narendrapur,Kolkata",850,5290,3,No
mannat apartment,"2 BHK Flat for sale in Tiljala, Kolkata",₹39.5 L,"Tiljala, Kolkata",724,5460,2,Yes
"Udayan Pally, Paschim Barisha,Kolkata","2 BHK Flat for sale in Paschim Barisha, Kolkata",₹32.0 L,"Udayan Pally, Paschim Barisha,Kolkata",825,3880,3,Yes
Biswakarma Bhavan,"3 BHK Flat for sale in Kamardanga, Kolkata",₹45.0 L,"Kamardanga, Kolkata",1220,3690,3,Yes
"Naskar Para, Prince Anwar Shah Connector,Kolkata","2 BHK Flat for sale in Prince Anwar Shah Connector, Kolkata",₹41.99 L,"Naskar Para, Prince Anwar Shah Connector,Kolkata",900,4670,3,Yes
"Sevayatan,Rajbari, Dum Dum,Kolkata","1 BHK Flat for sale in Dum Dum, Kolkata",₹12.0 L,"Sevayatan,Rajbari, Dum Dum,Kolkata",500,2400,2,No
"north dumdum,Jawpur, South Dum Dum,Kolkata","2 BHK Flat for sale in South Dum Dum, Kolkata",₹28.0 L,"north dumdum,Jawpur, South Dum Dum,Kolkata",660,4240,2,Yes
"Mohini apartment,Dum Dum Park, Kolkata","2 BHK Flat for sale in Dum Dum Park, Kolkata",₹37.0 L,"Mohini apartment,Dum Dum Park, Kolkata",834,4440,3,No
"Shanti nivas kolkata,Kalikapur, Haltu,Kolkata","2 BHK Flat for sale in Haltu, Kolkata",₹42.0 L,"Shanti nivas kolkata,Kalikapur, Haltu,Kolkata",900,4670,3,No
"Nalban Bheri, Salt Lake City,Kolkata","3 BHK Flat for sale in Salt Lake City, Kolkata",₹60.0 L,"Nalban Bheri, Salt Lake City,Kolkata",1000,6000,3,No
anandalok apartment,"3 BHK Flat for sale in Kaikhali, Kolkata",₹55.0 L,"Arjunpur, Kaikhali,Kolkata",1270,4330,3,No
"Mohini apartment,Rajbari, Dum Dum,Kolkata","2 BHK Flat for sale in Dum Dum, Kolkata",₹37.0 L,"Mohini apartment,Rajbari, Dum Dum,Kolkata",834,4440,3,No
"Bagha Jatin Pally, Baghajatin,Kolkata","2 BHK Flat for sale in Baghajatin, Kolkata",₹22.5 L,"Bagha Jatin Pally, Baghajatin,Kolkata",680,3310,2,Yes
"Abalalay ,Vidyasagar, Ganguly Bagan,Kolkata","2 BHK Flat for sale in Ganguly Bagan, Kolkata",₹35.0 L,"Abalalay ,Vidyasagar, Ganguly Bagan,Kolkata",750,4670,2,Yes
Vedic Spa Suites,"3 BHK Flat for sale in New Town, Kolkata",₹71.7 L,"New Town, Kolkata",1500,4780,3,No
Diamond Residency,"3 BHK Flat for sale in Behala, Kolkata",₹63.0 L,"Panchanan Tala, Behala,Kolkata",1409,4470,3,No
Vedic Spa Suites,"3 BHK Flat for sale in New Town, Kolkata",₹71.7 L,"New Town, Kolkata",1465,4890,3,No
"Selimpur, Dhakuria,Kolkata","2 BHK Flat for sale in Dhakuria, Kolkata",₹30.0 L,"Selimpur, Dhakuria,Kolkata",650,4620,2,No
"Subhangi Reseidency,Kamardanga, Kolkata","1 BHK Flat for sale in Kamardanga, Kolkata",₹25.0 L,"Subhangi Reseidency,Kamardanga, Kolkata",571,4380,2,Yes
Balaji Tower,"2 BHK Flat for sale in Dum Dum, Kolkata",₹35.0 L,"Rajbari, Dum Dum,Kolkata",900,3890,3,No
Merlin Estates,"3 BHK Flat for sale in Behala Chowrasta, Kolkata",₹70.0 L,"Bata Colony, Behala Chowrasta,Kolkata",1280,5470,3,No
"Reekjoyoni, Rajarhat,Kolkata","2 BHK Flat for sale in Rajarhat, Kolkata",₹27.44 L,"Reekjoyoni, Rajarhat,Kolkata",980,2800,3,Yes
"Reekjoyoni, Rajarhat,Kolkata","2 BHK Flat for sale in Rajarhat, Kolkata",₹29.4 L,"Reekjoyoni, Rajarhat,Kolkata",1050,2800,3,Yes
"Sapphire Apartment,Alipore, Kolkata","3 BHK Flat for sale in Alipore, Kolkata",₹2.5 Cr,"Sapphire Apartment,Alipore, Kolkata",1900,13160,3,Yes
"Vivekananda apartment ,Matagiri Harna Pally, Agarpara,Kolkata","2 BHK Flat for sale in Agarpara, Kolkata",₹30.0 L,"Vivekananda apartment ,Matagiri Harna Pally, Agarpara,Kolkata",1040,2880,3,No
"Narayan abasan ,Ghosh Para, Keshtopur,Kolkata","1 BHK Flat for sale in Keshtopur, Kolkata",₹16.0 L,"Narayan abasan ,Ghosh Para, Keshtopur,Kolkata",536,2980,2,No
"Pritilota,South Dum Dum, Kolkata","2 BHK Flat for sale in South Dum Dum, Kolkata",₹24.0 L,"Pritilota,South Dum Dum, Kolkata",650,3690,2,Yes
"Ashirwad ,Rajbari, Dum Dum,Kolkata","2 BHK Flat for sale in Dum Dum, Kolkata",₹45.0 L,"Ashirwad ,Rajbari, Dum Dum,Kolkata",900,5000,3,No
"swabhumi Tower,Mandirtala, Kolkata","2 BHK Flat for sale in Mandirtala, Kolkata",₹32.0 L,"swabhumi Tower,Mandirtala, Kolkata",890,3600,3,Yes
"Purbasa, Bramhapur,Kolkata","2 BHK Flat for sale in Bramhapur, Kolkata",₹35.0 L,"Purbasa, Bramhapur,Kolkata",900,3890,3,Yes
"Madhuja Abasan,Lal Garh Colony, South Dum Dum,Kolkata","2 BHK Flat for sale in South Dum Dum, Kolkata",₹20.0 L,"Madhuja Abasan,Lal Garh Colony, South Dum Dum,Kolkata",560,3570,2,No
Pioneer Priyadarshini,"2 BHK Flat for sale in Rajarhat, Kolkata",₹31.25 L,"Rajarhat, Kolkata",992,3150,3,No
"Clssic Apartment,South Dum Dum, Kolkata","2 BHK Flat for sale in South Dum Dum, Kolkata",₹41.0 L,"Clssic Apartment,South Dum Dum, Kolkata",1041,3940,3,Yes
Daffodil Divine Bliss,"3 BHK Flat for sale in Alipore, Kolkata",₹2.0 Cr,"Alipore, Kolkata",1674,11950,3,Yes
"Rani Rashmoni Bagan, Santoshpur,Kolkata","4 BHK Independent House for sale in Santoshpur, Kolkata",₹1.7 Cr,"Rani Rashmoni Bagan, Santoshpur,Kolkata",2216,7670,4,Yes
"Kohinoor Apartment ,Airport Gate no. 1, International Airport,Kolkata","2 BHK Flat for sale in International Airport, Kolkata",₹20.8 L,"Kohinoor Apartment ,Airport Gate no. 1, International Airport,Kolkata",700,2970,2,Yes
Shanti,"2 BHK Flat for sale in Tollygunge, Kolkata",₹18.0 L,"Rajendra Prasad Colony, Tollygunge,Kolkata",450,4000,2,No
"Piyush apartment ,Verner Lane, Belghoria,Kolkata","3 BHK Flat for sale in Belghoria, Kolkata",₹38.0 L,"Piyush apartment ,Verner Lane, Belghoria,Kolkata",1100,3450,3,No
"Rajwada Royal Garden,Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹85.0 L,"Rajwada Royal Garden,Ramchandrapur, Narendrapur,Kolkata",1424,5970,3,Yes
"Ranjana Apartment ,Deshbandhu Nagar, Kolkata","2 BHK Flat for sale in Deshbandhu Nagar, Kolkata",₹28.5 L,"Ranjana Apartment ,Deshbandhu Nagar, Kolkata",885,3220,3,Yes
Parijat Apartment,"2 BHK Flat for sale in Tollygunge, Kolkata",₹45.0 L,"Jubeeli Park, Tollygunge,Kolkata",888,5070,3,Yes
Vedic Sanjeeva Town Bungalows,"3 BHK Flat for sale in New Town, Kolkata",₹2.75 Cr,"Action Area I, New Town,Kolkata",2200,12500,4,Yes
"Sonar Kella apartment ,B G Press Colony, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",₹37.0 L,"Sonar Kella apartment ,B G Press Colony, Behala,Kolkata",1080,3420,3,Yes
Poddar Vihar,"2 BHK Flat for sale in Kaikhali, Kolkata",₹35.0 L,"Arjunpur, Kaikhali,Kolkata",911,3840,3,Yes
"Tirupati Abasan,Arjunpur, Kaikhali,Kolkata","2 BHK Flat for sale in Kaikhali, Kolkata",₹14.0 L,"Tirupati Abasan,Arjunpur, Kaikhali,Kolkata",610,2290,2,No
"Purba Barisha, Kolkata","2 BH Flat for sale in Purba Barisha, Kolkata",₹24.0 L,"Purba Barisha, Kolkata",769,3120,2,No
"LAKE VIEW APARTMENT ,Silpara, Purba Barisha,Kolkata","2 BHK Flat for sale in Purba Barisha, Kolkata",₹24.0 L,"LAKE VIEW APARTMENT ,Silpara, Purba Barisha,Kolkata",769,3120,2,Yes
"Silver Spring Society,Tangra, Kolkata","3 BHK Flat for sale in Tangra, Kolkata",₹2.6 Cr,"Silver Spring Society,Tangra, Kolkata",2270,11450,4,Yes
"Vivekananda Appartment,Rajbari, Dum Dum,Kolkata","2 BHK Flat for sale in Dum Dum, Kolkata",₹26.0 L,"Vivekananda Appartment,Rajbari, Dum Dum,Kolkata",853,3050,3,No
Space Silver Spring,"3 BHK Flat for sale in Tangra, Kolkata",₹2.7 Cr,"Tangra, Kolkata",2370,11390,4,Yes
"Joyshree, Baranagar,Kolkata","2 BHK Flat for sale in Baranagar, Kolkata",₹35.0 L,"Joyshree, Baranagar,Kolkata",837,4180,3,Yes
Srinjoy Green Manor,"2 BHK Flat for sale in Belghoria, Kolkata",₹28.0 L,"Deshpriya Nagar, Belghoria,Kolkata",731,3830,2,Yes
"RAJWADA BLUES ,Ramchandrapur, Narendrapur,Kolkata","3 BHK Flat for sale in Narendrapur, Kolkata",₹65.0 L,"RAJWADA BLUES ,Ramchandrapur, Narendrapur,Kolkata",1545,4210,3,No
Vedic Sanjeeva Town Bungalows,"3 BHK Villa for sale in New Town, Kolkata",₹2.75 Cr,"Action Area I, New Town,Kolkata",2200,12500,4,Yes
Jubilee Housing Complex,"2 BHK Flat for sale in Bramhapur, Kolkata",₹28.0 L,"Bramhapur, Kolkata",750,3730,2,Yes
"Subhangi Reseidency ,Nagerbazar, Kolkata","1 BHK Flat for sale in Nagerbazar, Kolkata",₹25.0 L,"Subhangi Reseidency ,Nagerbazar, Kolkata",571,4380,2,No
Project Green View,"3 BHK Flat for sale in Garia, Kolkata",₹30.0 L,"Dskshin Raipur, Garia,Kolkata",1150,2610,3,Yes
"Santiban Apartment,Desh Bandhu Nagar, Baguiati,Kolkata","3 BHK Flat for sale in Baguiati, Kolkata",₹58.16 L,"Santiban Apartment,Desh Bandhu Nagar, Baguiati,Kolkata",1454,4000,3,No
"Powder Plaza,Baguiati, Kolkata","2 BHK Flat for sale in Baguiati, Kolkata",₹39.75 L,"Powder Plaza,Baguiati, Kolkata",1043,3810,3,No
"Bijoygarh, Kolkata","2 BHK Flat for sale in Bijoygarh, Kolkata",₹33.0 L,"Bijoygarh, Kolkata",882,3740,3,No
"Dhan dubbo,Golpark, South Dum Dum,Kolkata","1 BHK Flat for sale in South Dum Dum, Kolkata",₹22.0 L,"Dhan dubbo,Golpark, South Dum Dum,Kolkata",585,3760,2,No
"Naktala, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹38.0 L,"Naktala, Garia,Kolkata",775,4900,2,No
"PS Palm Spring,Seal Lane, Tangra,Kolkata","3 BHK Flat for sale in Tangra, Kolkata",₹98.5 L,"PS Palm Spring,Seal Lane, Tangra,Kolkata",1381,7130,3,No
Mayfair Symphony,"1 BHK Flat for sale in Narendrapur, Kolkata",₹17.0 L,"Ramchandrapur, Narendrapur,Kolkata",530,3210,2,Yes
Kamala Garden,"3 BHK Flat for sale in Paschim Barisha, Kolkata",₹60.0 L,"Basudevpur Colony, Paschim Barisha,Kolkata",1104,5430,3,No
"Jagatpur, Baguiati,Kolkata","4 BHK Flat for sale in Baguiati, Kolkata",₹1.0 Cr,"Jagatpur, Baguiati,Kolkata",1445,6920,3,No
"Desh Bandhu Nagar, Baguiati,Kolkata","2 BHK Flat for sale in Baguiati, Kolkata",₹36.0 L,"Desh Bandhu Nagar, Baguiati,Kolkata",880,4090,3,Yes
Sudha Apartment,"2 BHK Flat for sale in Santoshpur, Kolkata",₹55.75 L,"Rani Rashmoni Bagan, Santoshpur,Kolkata",820,6800,3,No
"Jagatpur, Baguiati,Kolkata","3 BHK Flat for sale in Baguiati, Kolkata",₹85.0 L,"Jagatpur, Baguiati,Kolkata",1000,8500,3,Yes
"RamLok Residency,Madurdaha, Hussainpur,Kolkata","6 BHK Flat for sale in Hussainpur, Kolkata",₹2.25 Cr,"RamLok Residency,Madurdaha, Hussainpur,Kolkata",2200,10230,4,Yes
"Bagmari, Kolkata","3 BHK Flat for sale in Bagmari, Kolkata",₹1.7 Cr,"Bagmari, Kolkata",1718,9890,3,Yes
Maa Manasha Apartment,"1 BHK Flat for sale in Dum Dum, Kolkata",₹18.0 L,"Rajbari, Dum Dum,Kolkata",500,3600,2,No
Anila Live Rimjhim,"3 BHK Flat for sale in Nayabad, Kolkata",₹54.0 L,"Nayabad, Kolkata",1165,4630,3,Yes
"Lilasree,Bisharpara, Birati,Kolkata","2 BHK Flat for sale in Birati, Kolkata",₹29.0 L,"Lilasree,Bisharpara, Birati,Kolkata",747,3880,2,No
"East End Gardens,Ballygunj Military Camp, Ballygunge,Kolkata","3 BHK Flat for sale in Ballygunge, Kolkata",₹2.0 Cr,"East End Gardens,Ballygunj Military Camp, Ballygunge,Kolkata",1143,17500,3,No
"Thirath Residency,Jagatpur, Baguiati,Kolkata","2 BHK Flat for sale in Baguiati, Kolkata",₹37.0 L,"Thirath Residency,Jagatpur, Baguiati,Kolkata",819,4520,3,No
Purti Jewel,"3 BHK Flat for sale in Tangra, Kolkata",₹90.0 L,"Tangra, Kolkata",1127,7990,3,Yes
"Kalikapur, Kolkata","2 BHK Flat for sale in Kalikapur, Kolkata",₹36.4 L,"Kalikapur, Kolkata",700,5200,2,Yes
" United Towers,Arjunpur, Kaikhali,Kolkata","3 BHK Flat for sale in Kaikhali, Kolkata",₹55.0 L," United Towers,Arjunpur, Kaikhali,Kolkata",1021,5390,3,No
Springfield,"3 BHK Flat for sale in Narendrapur, Kolkata",₹67.0 L,"Ramchandrapur, Narendrapur,Kolkata",1505,4450,3,No
"Amrita Abashan I,Sonarpur, Kolkata","1 BHK Flat for sale in Sonarpur, Kolkata",₹12.5 L,"Amrita Abashan I,Sonarpur, Kolkata",400,3130,2,No
North Plaza Housing Complex,"2 BHK Flat for sale in Paikpara, Kolkata",₹45.0 L,"Sahid Colony, Paikpara,Kolkata",850,5290,3,Yes
Pratima Apartment,"2 BHK Flat for sale in Baghajatin, Kolkata",₹52.0 L,"Block C, Baghajatin,Kolkata",950,5470,3,Yes
"Nabagram, Panchpota,Kolkata","2 BHK Independent House for sale in Panchpota, Kolkata",₹33.0 L,"Nabagram, Panchpota,Kolkata",1305,2530,3,No
"Tinni Township, Bansdroni,Kolkata","2 BHK Flat for sale in Bansdroni, Kolkata",₹42.0 L,"Tinni Township, Bansdroni,Kolkata",830,5060,3,No
KalindiEstate,"3 BHK Flat for sale in South Dum Dum, Kolkata",₹75.0 L,"Kalindi Housing Estate, South Dum Dum,Kolkata",1120,6700,3,No
"Renuka appartment jayshree park behala,Sikdar Para, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",₹54.0 L,"Renuka appartment jayshree park behala,Sikdar Para, Behala,Kolkata",970,5570,3,Yes
"Sherwood Estate,Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹60.0 L,"Sherwood Estate,Ramchandrapur, Narendrapur,Kolkata",885,6780,3,No
"Beehive Garden, Belghoria,Kolkata","2 BHK Flat for sale in Belghoria, Kolkata",₹43.5 L,"Beehive Garden, Belghoria,Kolkata",847,5130,3,No
Pacific Manor,"3 BHK Flat for sale in Kamdahari, Kolkata",₹30.0 L,"Usha Pally, Kamdahari,Kolkata",950,3160,3,Yes
Larica Tolly,"3 BHK Flat for sale in Purba Putiary, Kolkata",₹30.0 L,"Purba Putiary, Kolkata",1059,2830,3,Yes
PS Magnum,"4 BHK Flat for sale in Kaikhali, Kolkata",₹1.85 Cr,"Arjunpur, Kaikhali,Kolkata",2118,8730,4,Yes
Space Clubtown Residency,"3 BHK Flat for sale in Ariadaha, Kolkata",₹94.0 L,"Santhi Nagra Colony, Ariadaha,Kolkata",1440,6530,3,No
"Ramnarayan Government Colony, Behala,Kolkata","6 BHK Independent House for sale in Behala, Kolkata",₹1.05 Cr,"Ramnarayan Government Colony, Behala,Kolkata",1980,5300,3,Yes
"104/1,Sakher Bazar, Paschim Barisha,Kolkata","6 BHK Independent House for sale in Paschim Barisha, Kolkata",₹1.0 Cr,"104/1,Sakher Bazar, Paschim Barisha,Kolkata",2700,3700,4,Yes
"Amarabati, Sodepur,Kolkata","5 BHK Independent House for sale in Sodepur, Kolkata",₹1.0 Cr,"Amarabati, Sodepur,Kolkata",6030,1660,6,Yes
"Purba Abashan ,New Ballygunge, Kasba,Kolkata","2 BHK Flat for sale in Kasba, Kolkata",₹82.0 L,"Purba Abashan ,New Ballygunge, Kasba,Kolkata",900,9110,3,Yes
Green View Apartment,"2 BHK Flat for sale in Tagore Park, Kolkata",₹60.0 L,"Tagore Park, Kolkata",1000,6000,3,No
Orbit City,"3 BHK Flat for sale in Ganguly Bagan, Kolkata",₹1.1 Cr,"Vidyasagar, Ganguly Bagan,Kolkata",1391,7910,3,Yes
Roop Sagar Apartments,"1 BHK Flat for sale in South Dum Dum, Kolkata",₹17.0 L,"Amarpalli, South Dum Dum,Kolkata",510,3330,2,Yes
NBCC Vibgyor Towers,"3 BHK Flat for sale in New Town, Kolkata",₹75.0 L,"Action Area I, New Town,Kolkata",1336,5610,3,Yes
"Greenfield Oasis,Greater Bakul Bithi, Thakurpukur,Kolkata","2 BHK Flat for sale in Thakurpukur, Kolkata",₹27.0 L,"Greenfield Oasis,Greater Bakul Bithi, Thakurpukur,Kolkata",860,3140,3,No
Shanti Apartment,"2 BHK Flat for sale in Behala, Kolkata",₹35.0 L,"Panchanan Tala, Behala,Kolkata",850,4120,3,Yes
"May Dibas Pally, Dakshineswar,Kolkata","2 BHK Flat for sale in Dakshineswar, Kolkata",₹22.0 L,"May Dibas Pally, Dakshineswar,Kolkata",617,3560,2,Yes
"Shanti nikant,Hana Para, Keshtopur,Kolkata","3 BHK Flat for sale in Keshtopur, Kolkata",₹35.0 L,"Shanti nikant,Hana Para, Keshtopur,Kolkata",1165,3000,3,Yes
"Park pally,Sonarpur, Kolkata","4 BHK Independent House for sale in Sonarpur, Kolkata",₹98.0 L,"Park pally,Sonarpur, Kolkata",4000,2450,2,Yes
"Mahamaya,Block M, New Alipore,Kolkata","2 BHK Flat for sale in New Alipore, Kolkata",₹50.0 L,"Mahamaya,Block M, New Alipore,Kolkata",750,6670,2,No
"May dibas palli,Dakshineswar, Kolkata","2 BHK Flat for sale in Dakshineswar, Kolkata",₹29.0 L,"May dibas palli,Dakshineswar, Kolkata",775,3740,2,Yes
"green lake recidency,Sawdagarh Pally, Kashipur,Kolkata","2 BHK Flat for sale in Kashipur, Kolkata",₹75.0 L,"green lake recidency,Sawdagarh Pally, Kashipur,Kolkata",835,8980,3,Yes
"kajal residence,Nitai Nagar, Mukundapur,Kolkata","3 BHK Flat for sale in Mukundapur, Kolkata",₹85.0 L,"kajal residence,Nitai Nagar, Mukundapur,Kolkata",1225,6940,3,No
Nirmalya apartment,"2 BHK Flat for sale in South Dum Dum, Kolkata",₹21.0 L,"Bandhabnagar, South Dum Dum,Kolkata",550,3820,2,Yes
"Sovana ,Baliya, Garia,Kolkata","2 BHK Flat for sale in Garia, Kolkata",₹55.0 L,"Sovana ,Baliya, Garia,Kolkata",986,5580,3,Yes
"Rajbari, Dum Dum Cantonment,Kolkata","1 BHK Flat for sale in Dum Dum Cantonment, Kolkata",₹19.0 L,"Rajbari, Dum Dum Cantonment,Kolkata",550,3450,2,No
"Abhyudoy ,Madurdaha, Hussainpur,Kolkata","3 BHK Flat for sale in Hussainpur, Kolkata",₹85.0 L,"Abhyudoy ,Madurdaha, Hussainpur,Kolkata",900,9440,3,No
Kalicharan Apartment,"2 BHK Flat for sale in Garia, Kolkata",₹35.0 L,"Fartabad, Garia,Kolkata",757,4620,2,No
Adya Exotica Heights,"3 BHK Flat for sale in Garia, Kolkata",₹75.0 L,"Anandapally, Garia,Kolkata",1213,6180,3,Yes
Magnolia Skyview,"3 BHK Flat for sale in Omarhati, Kolkata",₹65.0 L,"Omarhati, Kolkata",1185,5490,3,No
"Eden City,Jagannathgarh, Mahheshtala,Kolkata","3 BHK Flat for sale in Mahheshtala, Kolkata",₹43.0 L,"Eden City,Jagannathgarh, Mahheshtala,Kolkata",1377,3120,3,No
"Prantik Phase 4,Kabardanga, Kolkata","1 BHK Flat for sale in Kabardanga, Kolkata",₹16.0 L,"Prantik Phase 4,Kabardanga, Kolkata",568,2820,2,Yes
Shanti Enclave,"3 BHK Flat for sale in Dum Dum Cantonment, Kolkata",₹55.0 L,"Rajbari, Dum Dum Cantonment,Kolkata",1345,4090,3,No
"Chit Kalikapur, Mukundapur,Kolkata","2 BHK Flat for sale in Mukundapur, Kolkata",₹40.0 L,"Chit Kalikapur, Mukundapur,Kolkata",700,5710,2,Yes
"Fartabad, Garia,Kolkata","3 BHK Flat for sale in Garia, Kolkata",₹65.0 L,"Fartabad, Garia,Kolkata",1750,3710,3,Yes
Team Kabya,"3 BHK Flat for sale in New Town, Kolkata",₹40.5 L,"Majarhati, New Town,Kolkata",1350,3000,3,No
"Daspara, Mukundapur,Kolkata","2 BHK Villa for sale in Mukundapur, Kolkata",₹60.0 L,"Daspara, Mukundapur,Kolkata",1050,5710,3,Yes
Ambika Residency,"2 BHK Flat for sale in South Dum Dum, Kolkata",₹60.0 L,"Bandhabnagar, South Dum Dum,Kolkata",945,6350,3,No
"Srihari Apartment ,Dum Dum Park, Kolkata","2 BHK Flat for sale in Dum Dum Park, Kolkata",₹25.0 L,"Srihari Apartment ,Dum Dum Park, Kolkata",750,3330,2,Yes
"Paddapukur, Bhowanipore,Kolkata","6 BHK Villa for sale in Bhowanipore, Kolkata",₹1.8 Cr,"Paddapukur, Bhowanipore,Kolkata",2600,6920,4,Yes
"Subodh Villa,SP Paul Pally, Ariadaha,Kolkata","2 BHK Flat for sale in Ariadaha, Kolkata",₹28.0 L,"Subodh Villa,SP Paul Pally, Ariadaha,Kolkata",860,3250,3,No
"IDOl shelter,Ramchandrapur, Narendrapur,Kolkata","2 BHK Flat for sale in Narendrapur, Kolkata",₹32.0 L,"IDOl shelter,Ramchandrapur, Narendrapur,Kolkata",920,3480,3,Yes
"Sujan Apartment,Green Park, Kamdahari,Kolkata","3 BHK Flat for sale in Kamdahari, Kolkata",₹55.0 L,"Sujan Apartment,Green Park, Kamdahari,Kolkata",1298,4240,3,No
Mayfair Mayur,"3 BHK Flat for sale in Nayabad, Kolkata",₹65.0 L,"Atghara, Nayabad,Kolkata",1080,6020,3,Yes
Renuka Apartment,"2 BHK Flat for sale in Dum Dum, Kolkata",₹31.0 L,"Subhash Nagar, Dum Dum,Kolkata",880,3520,3,Yes
Martin Royal Signature,"2 BHK Flat for sale in Belgachia, Kolkata",₹52.0 L,"Birendranagar Colony, Belgachia,Kolkata",911,5710,3,No
"Madhuri,Ballygunge, Kolkata","3 BHK Flat for sale in Ballygunge, Kolkata",₹1.3 Cr,"Madhuri,Ballygunge, Kolkata",1250,10400,3,No
Rajeshwari Apartment,"3 BHK Flat for sale in Harinavi, Kolkata",₹36.0 L,"Harinavi, Kolkata",1029,3500,3,No
"Kaventer North,Sawdagarh Pally, Kashipur,Kolkata","3 BHK Flat for sale in Kashipur, Kolkata",₹1.0 Cr,"Kaventer North,Sawdagarh Pally, Kashipur,Kolkata",1565,6390,3,Yes
baguiati market and residential complex,"3 BHK Flat for sale in Narayantala, Kolkata",₹75.0 L,"Chawal Patty, Narayantala,Kolkata",1400,5360,3,No
"Eden City Mahestala,Jagannathgarh, Mahheshtala,Kolkata","3 BHK Flat for sale in Mahheshtala, Kolkata",₹51.0 L,"Eden City Mahestala,Jagannathgarh, Mahheshtala,Kolkata",1524,3350,3,Yes
"Bhupendra Appartment ,Airport Gate no. 1, International Airport,Kolkata","3 BHK Flat for sale in International Airport, Kolkata",₹40.0 L,"Bhupendra Appartment ,Airport Gate no. 1, International Airport,Kolkata",1400,2860,3,Yes
"Sonar Tori Apartment Baranagar,Bonhooghly on BT Road, Dunlop,Kolkata","2 BHK Flat for sale in Dunlop, Kolkata",₹19.5 L,"Sonar Tori Apartment Baranagar,Bonhooghly on BT Road, Dunlop,Kolkata",580,3360,2,Yes
Vasant Enclave,"2 BHK Flat for sale in Bramhapur, Kolkata",₹41.0 L,"Bramhapur, Kolkata",945,4340,3,No
Siddha Town,"2 BHK Flat for sale in Talbanda, Kolkata",₹36.0 L,"Talbanda, Kolkata",935,3850,3,No
"Rajbari, Dum Dum,Kolkata","2 BHK Flat for sale in Dum Dum, Kolkata",₹30.0 L,"Rajbari, Dum Dum,Kolkata",919,3260,3,Yes
"Ashwarya Tower ,Rajbari, Dum Dum,Kolkata","2 BHK Flat for sale in Dum Dum, Kolkata",₹35.0 L,"Ashwarya Tower ,Rajbari, Dum Dum,Kolkata",890,3930,3,No
"Amal Apartment,Tinni Township, Bansdroni,Kolkata","3 BHK Flat for sale in Bansdroni, Kolkata",₹65.0 L,"Amal Apartment,Tinni Township, Bansdroni,Kolkata",1165,5580,3,No
"Saikat Apartment ,Panchanan Tala, Behala,Kolkata","2 BHK Flat for sale in Behala, Kolkata",₹50.0 L,"Saikat Apartment ,Panchanan Tala, Behala,Kolkata",1150,4350,3,No
"Anyaman Apartment ,Haridevpur, Paschim Putiary,Kolkata","3 BHK Flat for sale in Paschim Putiary, Kolkata",₹39.5 L,"Anyaman Apartment ,Haridevpur, Paschim Putiary,Kolkata",1125,3510,3,Yes
Swasti Rittika Abasan,"2 BHK Flat for sale in Garia, Kolkata",₹25.0 L,"Fartabad, Garia,Kolkata",710,3520,2,Yes
Sunny Nest,"2 BHK Flat for sale in Paschim Barisha, Kolkata",₹21.0 L,"LIC Colony, Paschim Barisha,Kolkata",750,2800,2,No
"Apartment Rajarhat,Jagatpur, Baguiati,Kolkata","3 BHK Flat for sale in Baguiati, Kolkata",₹55.0 L,"Apartment Rajarhat,Jagatpur, Baguiati,Kolkata",1125,4890,3,No
"Greenfield Ambition,New Town, Kolkata","3 BHK Flat for sale in New Town, Kolkata",₹1.25 Cr,"Greenfield Ambition,New Town, Kolkata",1924,6500,3,Yes
