Name,Property Title,Price,Location,Total_Area,Price_per_SQFT,Baths,Balcony
"Bande Mutt, Kengeri Satellite Town,Bangalore","1 BHK Independent House for sale in Kengeri Satellite Town, Bangalore",₹50.0 L,"Bande Mutt, Kengeri Satellite Town,Bangalore",600,8330,2,No
"Sunrise Nest Apartment,Kattigenahalli, Bangalore","3 BHK Flat for sale in Kattigenahalli, Bangalore",₹68.0 L,"Sunrise Nest Apartment,Kattigenahalli, Bangalore",1365,4980,3,No
"Sekhar Alturas ,Belathur, Bangalore","2 BHK Flat for sale in Belathur, Bangalore",₹83.0 L,"Sekhar Alturas ,Belathur, Bangalore",1176,7060,3,No
"IInd Phase, Bharat Nagar,Bangalore","5 BHK Independent House for sale in Bharat Nagar, Bangalore",₹1.8 Cr,"IInd Phase, Bharat Nagar,Bangalore",4100,4390,5,Yes
Hennur Residency,"3 BHK Independent House for sale in Kacharakanahalli, Bangalore",₹1.9 Cr,"Ramaiah Layout, Kacharakanahalli,Bangalore",1706,11140,3,Yes
"Seegehalli, Bangalore","4 BHK Independent House for sale in Seegehalli, Bangalore",₹1.25 Cr,"Seegehalli, Bangalore",2400,5210,4,Yes
"Kithaganur Colony, Bangalore","2 BHK Independent House for sale in Kithaganur Colony, Bangalore",₹83.0 L,"Kithaganur Colony, Bangalore",1200,6920,3,Yes
"M ROYAL COUNTY,Bannerughatta, Bangalore","1 BHK Independent House for sale in Bannerughatta, Bangalore",₹24.0 L,"M ROYAL COUNTY,Bannerughatta, Bangalore",550,4360,2,No
"RR Nagar, Bangalore","5 BHK Independent House for sale in RR Nagar, Bangalore",₹2.0 Cr,"RR Nagar, Bangalore",3600,5550,5,Yes
"Devasthanagalu, Varthur,Bangalore","10.5 BHK Independent House for sale in Varthur, Bangalore",₹1.98 Cr,"Devasthanagalu, Varthur,Bangalore",6660,2970,5,Yes
"Kadugodi, Krishnarajapura,Bangalore","5 BHK Villa for sale in Krishnarajapura, Bangalore",₹3.9 Cr,"Kadugodi, Krishnarajapura,Bangalore",4000,9750,4,Yes
VBHC Vaibhava,"2 BHK Flat for sale in Byagadadhenahalli, Bangalore",₹24.0 L,"Byagadadhenahalli, Bangalore",786,3050,2,Yes
Wise Pariwar Palace by Wise Builders and Developers,"2 BHK Flat for sale in Bannerughatta, Bangalore",₹90.0 L,"Bannerughatta, Bangalore",1523,5910,3,Yes
"Mariyappanapalya, Binnipete,Bangalore","5 BHK Independent House for sale in Binnipete, Bangalore",₹90.0 L,"Mariyappanapalya, Binnipete,Bangalore",1850,4860,3,Yes
"Kuvempu road chikallasandra,Ramanjaneyanagar, Chikkalasandra,Bangalore","5 BHK Independent House for sale in Chikkalasandra, Bangalore",₹2.5 Cr,"Kuvempu road chikallasandra,Ramanjaneyanagar, Chikkalasandra,Bangalore",2100,11900,4,Yes
"Sidhartha Nagar, Cottonpet,Bangalore","4 BHK Independent House for sale in Cottonpet, Bangalore",₹70.0 L,"Sidhartha Nagar, Cottonpet,Bangalore",1800,3890,3,Yes
"Seegehalli, Bangalore","2 BHK Independent House for sale in Seegehalli, Bangalore",₹1.15 Cr,"Seegehalli, Bangalore",1060,10850,3,Yes
"Kammavari Nagar,Hoskote, Bangalore","3 BHK Independent House for sale in Hoskote, Bangalore",₹2.5 Cr,"Kammavari Nagar,Hoskote, Bangalore",5000,5000,5,Yes
"Eagleton The Golf Village Bidadi,Gollarapalya, Bangalore","5 BHK Villa for sale in Gollarapalya, Bangalore",₹2.5 Cr,"Eagleton The Golf Village Bidadi,Gollarapalya, Bangalore",3500,7140,4,Yes
"Horamavu Agara, Horamavu,Bangalore","10 BHK Independent House for sale in Horamavu, Bangalore",₹1.85 Cr,"Horamavu Agara, Horamavu,Bangalore",4000,4630,1,Yes
DSMAX SPRING NEST by DS-MAX Properties Private Limited,"1 BHK Flat for sale in Anagalapura, Bangalore",₹30.0 L,"Anagalapura, Bangalore",707,4240,2,No
"Kithaganur Colony, Bangalore","3 BHK Independent House for sale in Kithaganur Colony, Bangalore",₹90.0 L,"Kithaganur Colony, Bangalore",1350,6670,3,Yes
"OMBR Layout, Banaswadi,Bangalore","2 BHK Independent House for sale in Banaswadi, Bangalore",₹1.0 Cr,"OMBR Layout, Banaswadi,Bangalore",600,16670,2,No
"M royal county,Bannerughatta, Bangalore","1 BHK Independent House for sale in Bannerughatta, Bangalore",₹24.0 L,"M royal county,Bannerughatta, Bangalore",550,4360,2,No
"Nagashetty Halli, RMV Extension Stage 2,Bangalore","6 BHK Independent House for sale in RMV Extension Stage 2, Bangalore",₹2.0 Cr,"Nagashetty Halli, RMV Extension Stage 2,Bangalore",1350,14810,3,Yes
"Jigani, Bangalore","2 BHK Villa for sale in Jigani, Bangalore",₹50.0 L,"Jigani, Bangalore",5989,834000,5,Yes
"Kyathsandra, Bangalore","2 BHK Independent House for sale in Kyathsandra, Bangalore",₹43.0 L,"Kyathsandra, Bangalore",1200,3580,3,No
Sai Nivas,"2 BHK Flat for sale in Ramanagara, Bangalore",₹44.0 L,"Ramanagara, Bangalore",1028,4280,3,No
Provident Welworth City,"2 BHK Flat for sale in Bisuvanahalli, Bangalore",₹45.0 L,"Bisuvanahalli, Bangalore",1100,4090,3,No
"Battarahalli, Bangalore","3 BHK Independent House for sale in Battarahalli, Bangalore",₹59.5 L,"Battarahalli, Bangalore",600,9920,2,No
Rk Residency,"2 BHK Flat for sale in Mavalli, Bangalore",₹19.5 L,"Siddapura, Mavalli,Bangalore",460,4240,2,No
Brigade Plumeria Lifestyle At Brigade Meadows,"1 BHK Flat for sale in Kaggalipura, Bangalore",₹37.0 L,"Kaggalipura, Bangalore",850,4350,3,No
"Tharabanahalli, Bangalore","1 BHK Villa for sale in Tharabanahalli, Bangalore",₹3.2 Cr,"Tharabanahalli, Bangalore",1200,26670,3,Yes
 The Willows,"3 BHK Flat for sale in Munnekollal, Bangalore",₹64.0 L,"Munnekollal, Bangalore",730,8770,2,No
"VE Meadows,Devasthanagalu, Varthur,Bangalore","1 BHK Flat for sale in Varthur, Bangalore",₹36.19 L,"VE Meadows,Devasthanagalu, Varthur,Bangalore",770,4700,2,No
Gold Corniche by Gold Enterprises,"1 BHK Flat for sale in Cox Town, Bangalore",₹65.0 L,"Doddigunta, Cox Town,Bangalore",850,7650,3,No
"Seegehalli, Bangalore","4 BHK Independent House for sale in Seegehalli, Bangalore",₹1.46 Cr,"Seegehalli, Bangalore",1860,7840,3,Yes
Daiwik Sparsh,"3 BHK Villa for sale in Sorahunase, Bangalore",₹1.95 Cr,"Sorahunase, Bangalore",2536,7690,4,Yes
Sai Uday Mohan Apartments,"2 BHK Flat for sale in Indira Nagar, Bangalore",₹2.0 Cr,"Stage 3, Indira Nagar,Bangalore",1500,13330,3,No
"Choodasandra, Bangalore","5 BHK Independent House for sale in Choodasandra, Bangalore",₹98.0 L,"Choodasandra, Bangalore",2520,3890,4,Yes
"BDA  ganga block,Harsha Layout, Kengeri Satellite Town,Bangalore","1 BHK Flat for sale in Kengeri Satellite Town, Bangalore",₹12.8 L,"BDA  ganga block,Harsha Layout, Kengeri Satellite Town,Bangalore",400,3200,2,Yes
"Ittina Neela Apartments,Electronic City Phase II, Bangalore","2 BHK Flat for sale in Electronic City Phase II, Bangalore",₹17.5 L,"Ittina Neela Apartments,Electronic City Phase II, Bangalore",660,2650,2,Yes
Confident Centaurus,"3 BHK Flat for sale in Hoskote, Bangalore",₹32.0 L,"M V Extenstion, Hoskote,Bangalore",1350,2370,3,Yes
Sri Vidhathri Enclave by Sri Vidhathri Constructions Private Limited,"2 BHK Flat for sale in Electronic City Phase II, Bangalore",₹49.0 L,"Veer Sandra, Electronic City Phase II,Bangalore",1050,4670,3,No
Sai Residency by SV Associates,"2 BHK Flat for sale in Hampapura, Bangalore",₹75.0 L,"Hampapura, Bangalore",1131,6630,3,Yes
Prabhavathi VRP Prabhavathi Heights by Prabhavathi Builders & Developers Pvt Ltd.,"2 BHK Flat for sale in Begur, Bangalore",₹24.5 L,"Vishwapriya Nagar, Begur,Bangalore",672,3650,2,Yes
"Jayanagar, Bangalore","3 BHK Villa for sale in Jayanagar, Bangalore",₹12.8 Cr,"Jayanagar, Bangalore",1800,71110,3,Yes
Artha Neo Smart City,"2 BHK Flat for sale in Hoskote, Bangalore",₹36.8 L,"M V Extenstion, Hoskote,Bangalore",862,4270,3,Yes
"Kolar, Bangalore","2.5 BHK Independent House for sale in Kolar, Bangalore",₹65.0 L,"Kolar, Bangalore",800,8130,4,No
Ramya Habitat by Ramya Buildtech,"3 BHK Flat for sale in Seegehalli, Bangalore",₹79.0 L,"Seegehalli, Bangalore",1100,7180,3,Yes
"Yerappanahalli, Bangalore","Studio Independent House for sale in Yerappanahalli, Bangalore",₹38.25 L,"Yerappanahalli, Bangalore",1275,3000,3,No
"Chiranjeevi Layout, Hebbal Kempapura,Bangalore","4 BHK Independent House for sale in Hebbal Kempapura, Bangalore",₹1.9 Cr,"Chiranjeevi Layout, Hebbal Kempapura,Bangalore",1300,14620,3,No
CoEvolve Asset Elvira by CoEvolve Estates,"3 BHK Flat for sale in Mattanahalli, Bangalore",₹58.0 L,"Mattanahalli, Bangalore",1224,4740,3,Yes
SRI Gayatri Sparkling Isle,"3 BHK Flat for sale in Shanti Nagar, Bangalore",₹2.5 Cr,"Langford Town, Shanti Nagar,Bangalore",1665,15020,3,Yes
BDA Jnanabharathi Enclave,"1 BHK Flat for sale in Kengeri Satellite Town, Bangalore",₹21.0 L,"Harsha Layout, Kengeri Satellite Town,Bangalore",410,5120,2,Yes
"Badamanavarthekaval, Bangalore","1 BHK Flat for sale in Badamanavarthekaval, Bangalore",₹40.5 L,"Badamanavarthekaval, Bangalore",645,6280,2,No
"Attibele Industrial Area, Bangalore","8 BHK Independent House for sale in Attibele Industrial Area, Bangalore",₹1.35 Cr,"Attibele Industrial Area, Bangalore",1200,11250,3,Yes
"M Royal county,Bannerughatta, Bangalore","1 BHK Villa for sale in Bannerughatta, Bangalore",₹24.0 L,"M Royal county,Bannerughatta, Bangalore",550,4360,2,No
"Silicon Sun City,Heelalige, Bommasandra,Bangalore","9 BHK Independent House for sale in Bommasandra, Bangalore",₹1.65 Cr,"Silicon Sun City,Heelalige, Bommasandra,Bangalore",5008,3290,5,Yes
"Soppahalli, Bangalore","1 BHK Flat for sale in Soppahalli, Bangalore",₹60.0 L,"Soppahalli, Bangalore",654,9170,2,No
"NR Layout, Dooravani Nagar,Bangalore","4 BHK Independent House for sale in Dooravani Nagar, Bangalore",₹1.4 Cr,"NR Layout, Dooravani Nagar,Bangalore",1700,8230,3,Yes
"Shakthi Ganapathi Nagar, Basaveshwara Nagar,Bangalore","3 BHK Independent House for sale in Basaveshwara Nagar, Bangalore",₹3.27 Cr,"Shakthi Ganapathi Nagar, Basaveshwara Nagar,Bangalore",2320,14090,4,Yes
"V S Reddy Colony, Kadugodi,Bangalore","10.5 BHK Villa for sale in Kadugodi, Bangalore",₹7.9 Cr,"V S Reddy Colony, Kadugodi,Bangalore",10400,7600,2,Yes
"AK Colony, Adugodi,Bangalore","4 BHK Independent House for sale in Adugodi, Bangalore",₹3.6 Cr,"AK Colony, Adugodi,Bangalore",2250,16000,4,Yes
Arun Patios,"1 BHK Flat for sale in Yelahanka, Bangalore",₹38.0 L,"Yelahanka, Bangalore",710,5350,2,No
Definer Kingdom by Definer Builders,"2 BHK Flat for sale in Budigere, Bangalore",₹67.0 L,"Budigere, Bangalore",1180,5680,3,No
"Anjanapura 9th Block, Anjanapura Township,Bangalore","2 BHK Independent House for sale in Anjanapura Township, Bangalore",₹1.68 Cr,"Anjanapura 9th Block, Anjanapura Township,Bangalore",4200,4000,5,Yes
Vindhyagiri  BDA apartment,"3 BHK Flat for sale in Bidare Agraha, Bangalore",₹68.0 L,"Bidare Agraha, Bangalore",1500,4530,3,Yes
"Marathahalli Village, Marathahalli,Bangalore","9 BHK Independent House for sale in Marathahalli, Bangalore",₹28.5 Cr,"Marathahalli Village, Marathahalli,Bangalore",4000,71250,3,Yes
"Rajanukunte, Bangalore","2 BHK Villa for sale in Rajanukunte, Bangalore",₹49.5 L,"Rajanukunte, Bangalore",1200,4130,3,Yes
"Kaval Bairasandra, Bangalore","3 BHK Independent House for sale in Kaval Bairasandra, Bangalore",₹1.5 Cr,"Kaval Bairasandra, Bangalore",1400,10710,3,No
"Yesvantpur Industrial Suburb, Yeshwanthpur,Bangalore","2 BHK Independent House for sale in Yeshwanthpur, Bangalore",₹1.2 Cr,"Yesvantpur Industrial Suburb, Yeshwanthpur,Bangalore",1400,8570,3,No
"Marathahalli Village, Marathahalli,Bangalore","6 BHK Independent House for sale in Marathahalli, Bangalore",₹18.5 Cr,"Marathahalli Village, Marathahalli,Bangalore",2006,92220,4,Yes
"Koramangala, Bangalore","6 BHK Independent House for sale in Koramangala, Bangalore",₹3.0 Cr,"Koramangala, Bangalore",2500,12000,4,Yes
Ranka Colony,"4 BHK Villa for sale in Bannerughatta, Bangalore",₹4.0 Cr,"Bannerughatta, Bangalore",2350,17020,4,Yes
"Kadubeesanahalli, Bangalore","9.5 BHK Independent House for sale in Kadubeesanahalli, Bangalore",₹2.5 Cr,"Kadubeesanahalli, Bangalore",4600,5430,5,Yes
"Dodpete, Nagarathpet,Bangalore","10.5 BHK Independent House for sale in Nagarathpet, Bangalore",₹2.1 Cr,"Dodpete, Nagarathpet,Bangalore",1935,10850,3,Yes
"Seegehalli, Bangalore","10.5 BHK Independent House for sale in Seegehalli, Bangalore",₹3.7 Cr,"Seegehalli, Bangalore",7000,5290,6,Yes
"Sector 2, HSR Layout,Bangalore","8 BHK Independent House for sale in HSR Layout, Bangalore",₹5.0 Cr,"Sector 2, HSR Layout,Bangalore",5500,9090,5,Yes
"Mohammed Sab Palya, Vidyaranyapura,Bangalore","2 BHK Independent House for sale in Vidyaranyapura, Bangalore",₹1.2 Cr,"Mohammed Sab Palya, Vidyaranyapura,Bangalore",840,14290,3,Yes
Malibu Homes 2,"2 BHK Flat for sale in Kundana, Bangalore",₹65.0 L,"Kundana, Bangalore",1305,4980,3,No
"AGS Layout, Hosakerehalli,Bangalore","5 BHK Independent House for sale in Hosakerehalli, Bangalore",₹2.15 Cr,"AGS Layout, Hosakerehalli,Bangalore",2000,10750,2,Yes
"Terracon Doctors Enclave, Chandapura,Bangalore","5 BHK Independent House for sale in Chandapura, Bangalore",₹1.8 Cr,"Terracon Doctors Enclave, Chandapura,Bangalore",3600,5000,6,Yes
"LBS Nagar, Kaggadasapura,Bangalore","6 BHK Independent House for sale in Kaggadasapura, Bangalore",₹2.6 Cr,"LBS Nagar, Kaggadasapura,Bangalore",5060,5140,5,Yes
"C K Serenity,Anekal, Bangalore","4 BHK Villa for sale in Anekal, Bangalore",₹90.0 L,"C K Serenity,Anekal, Bangalore",3600,2500,2,Yes
"Madhura Nagar, Bangalore","1 BHK Independent House for sale in Madhura Nagar, Bangalore",₹1.85 Cr,"Madhura Nagar, Bangalore",6000,3080,3,Yes
Electra Park Apartment,"2 BHK Flat for sale in Kammasandra, Bangalore",₹48.0 L,"Kammasandra, Bangalore",1250,3840,3,Yes
Electra Park Apartment,"2 BHK Flat for sale in Kammasandra, Bangalore",₹48.0 L,"Kammasandra, Bangalore",1220,3930,3,No
Electra Park Apartment,"2 BHK Flat for sale in Kammasandra, Bangalore",₹50.01 L,"Kammasandra, Bangalore",1222,4090,3,No
Provident Welworth City by Provident Housing Limited,"3 BHK Flat for sale in Yelahanka, Bangalore",₹40.0 L,"Yelahanka, Bangalore",1075,3720,3,Yes
"Central Telecom Society, Bangalore","3 BHK Villa for sale in Central Telecom Society, Bangalore",₹35.0 Cr,"Central Telecom Society, Bangalore",2000,1750,1,Yes
VR Vatika,"2 BHK Flat for sale in Hoskote, Bangalore",₹43.5 L,"M V Extenstion, Hoskote,Bangalore",1090,3990,3,No
Soundarya Links,"2 BHK Flat for sale in Sheshadripuram, Bangalore",₹92.0 L,"Jai Bheema Nagar, Sheshadripuram,Bangalore",1185,7760,3,Yes
Sreeram Swagruha Apartments,"2 BHK Flat for sale in JP Nagar, Bangalore",₹38.0 L,"7th Phase, JP Nagar,Bangalore",1050,3620,3,No
Mahendra Elena 5 by Mahendra Homes Pvt Ltd,"4 BHK Flat for sale in Electronic City Phase II, Bangalore",₹89.9 L,"Veer Sandra, Electronic City Phase II,Bangalore",1900,4730,3,Yes
Siddartha Srikara,"3 BHK Flat for sale in Arakere, Bangalore",₹80.0 L,"Omkar Nagar, Arakere,Bangalore",1400,5710,3,Yes
VVR Supreme Residency,"3 BHK Flat for sale in Uttarahalli Hobli, Bangalore",₹55.0 L,"Canara Bank Colony, Uttarahalli Hobli,Bangalore",1100,5000,3,No
"Sulthangunta, Shivaji Nagar,Bangalore","5+ BHK Independent House for sale in Shivaji Nagar, Bangalore",₹2.25 Cr,"Sulthangunta, Shivaji Nagar,Bangalore",1500,15000,3,No
"Ketkar Residency,Corporation Colony, Ulsoor,Bangalore","2 BHK Flat for sale in Ulsoor, Bangalore",₹1.4 Cr,"Ketkar Residency,Corporation Colony, Ulsoor,Bangalore",1175,11910,3,No
"Jagajyothi Layout, Gnana Bharathi,Bangalore","3 BHK Independent House for sale in Gnana Bharathi, Bangalore",₹3.33 Cr,"Jagajyothi Layout, Gnana Bharathi,Bangalore",1400,23790,3,No
"Manayata Tech Park, Thanisandra,Bangalore","9 BHK Independent House for sale in Thanisandra, Bangalore",₹2.06 Cr,"Manayata Tech Park, Thanisandra,Bangalore",1500,13730,3,Yes
Brick And Land Garden And Skies,"2 BHK Villa for sale in Thattanahalli, Bangalore",₹55.0 L,"Thattanahalli, Bangalore",1087,5060,3,Yes
"Kanakadasa Layout, Lingarajapuram,Bangalore","2 BHK Independent House for sale in Lingarajapuram, Bangalore",₹1.7 Cr,"Kanakadasa Layout, Lingarajapuram,Bangalore",2028,8380,4,Yes
Brigade Basil at Brigade Meadows,"2 BHK Flat for sale in Kaggalipura, Bangalore",₹55.0 L,"Kaggalipura, Bangalore",950,5790,3,Yes
First Lotus Palace by First Futuristic Holdings ,"2 BHK Flat for sale in Mattanahalli, Bangalore",₹62.0 L,"Mattanahalli, Bangalore",1105,5610,3,No
"shri ram Smrithi,Mattanahalli, Bangalore","2 BHK Flat for sale in Mattanahalli, Bangalore",₹75.0 L,"shri ram Smrithi,Mattanahalli, Bangalore",920,8150,3,No
"Kadumuthsandra Plantation, Bangalore","2.5 BHK Villa for sale in Kadumuthsandra Plantation, Bangalore",₹83.5 L,"Kadumuthsandra Plantation, Bangalore",1650,5060,3,Yes
Silhouette Enclave,"2 BHK Flat for sale in Nagarathpet, Bangalore",₹46.0 L,"Dodpete, Nagarathpet,Bangalore",1096,4200,3,Yes
"Jaya Nagar East, Jayanagar,Bangalore","7 BHK Independent House for sale in Jayanagar, Bangalore",₹1.85 Cr,"Jaya Nagar East, Jayanagar,Bangalore",3000,6170,5,Yes
"Tippenahalli, Bangalore","1 BHK Independent House for sale in Tippenahalli, Bangalore",₹72.0 L,"Tippenahalli, Bangalore",500,14400,2,No
Provident Welworth City by Provident Housing Limited,"3 BHK Flat for sale in Yelahanka, Bangalore",₹35.0 L,"Yelahanka, Bangalore",1075,3250,3,No
"Cheemasandra, Bangalore","2.5 BHK Independent House for sale in Cheemasandra, Bangalore",₹3.6 Cr,"Cheemasandra, Bangalore",450,80000,2,No
Janapriya Greenwood,"2 BHK Flat for sale in Chikbanavara, Bangalore",₹35.0 L,"Kereguddadahalli, Chikbanavara,Bangalore",970,3610,3,No
"Vajarahalli, Bangalore","4 BHK Independent House for sale in Vajarahalli, Bangalore",₹1.7 Cr,"Vajarahalli, Bangalore",4000,4250,3,Yes
"Cheemasandra, Bangalore","3.5 BHK Independent House for sale in Cheemasandra, Bangalore",₹4.6 Cr,"Cheemasandra, Bangalore",600,76670,2,No
DS Sprinkles by DS-MAX Properties Private Limited,"2 BHK Flat for sale in Mattanahalli, Bangalore",₹50.0 L,"Mattanahalli, Bangalore",1000,5000,3,No
Gunina Jeno,"1 BHK Flat for sale in Electronic City, Bangalore",₹27.0 L,"Shikaripalya, Electronic City,Bangalore",679,3980,2,Yes
"Doopanahalli, Indira Nagar,Bangalore","6 BHK Independent House for sale in Indira Nagar, Bangalore",₹1.9 Cr,"Doopanahalli, Indira Nagar,Bangalore",2000,9500,4,Yes
Pashmina Brookwoods by Pashmina Developers,"1 BHK Flat for sale in Budigere, Bangalore",₹31.0 L,"Budigere, Bangalore",570,5440,2,No
"Bande Kodigehalli, Bangalore","3 BHK Independent House for sale in Bande Kodigehalli, Bangalore",₹1.2 Cr,"Bande Kodigehalli, Bangalore",2460,4880,4,Yes
"Lakshmipura, Bangalore","1 BHK Independent House for sale in Lakshmipura, Bangalore",₹80.0 L,"Lakshmipura, Bangalore",1200,6670,3,No
Visalakshi Housing Rajatha Greens by Nirman Sonestaa Developers,"3 BHK Flat for sale in Nagapura, Bangalore",₹82.0 L,"Nagapura, Bangalore",1430,5730,3,Yes
"pricen,Bommanahalli, Bangalore","3.5 BHK Flat for sale in Bommanahalli, Bangalore",₹90.0 L,"pricen,Bommanahalli, Bangalore",1900,4740,3,Yes
"Kalasipalyam New Extension, Kalasipalayam,Bangalore","5 BHK Flat for sale in Kalasipalayam, Bangalore",₹1.6 Cr,"Kalasipalyam New Extension, Kalasipalayam,Bangalore",2050,7800,4,Yes
"21st Century Amina Beau fort ,Kalasipalyam New Extension, Kalasipalayam,Bangalore","5 BHK Flat for sale in Kalasipalayam, Bangalore",₹1.6 Cr,"21st Century Amina Beau fort ,Kalasipalyam New Extension, Kalasipalayam,Bangalore",2150,7440,4,Yes
Arun Patios,"1 BHK Flat for sale in RR Nagar, Bangalore",₹45.0 L,"Kenchenhalli, RR Nagar,Bangalore",710,6340,2,Yes
"srinivas,Srinivasa Nagar, Bangalore","3 BHK Independent House for sale in Srinivasa Nagar, Bangalore",₹1.9 Cr,"srinivas,Srinivasa Nagar, Bangalore",900,21110,3,Yes
"Lingadheeranahalli, Bangalore","5 BHK Villa for sale in Lingadheeranahalli, Bangalore",₹49.0 L,"Lingadheeranahalli, Bangalore",5540,884000,5,Yes
"krushika,Lingadheeranahalli, Bangalore","5 BHK Villa for sale in Lingadheeranahalli, Bangalore",₹45.0 L,"krushika,Lingadheeranahalli, Bangalore",5445,826000,5,Yes
" Grand Edifice,Hoskote, Bangalore","3 BHK Flat for sale in Hoskote, Bangalore",₹60.0 L," Grand Edifice,Hoskote, Bangalore",1692,3550,3,Yes
"Veeranjinappa Layout, Abbigere,Bangalore","3 BHK Independent House for sale in Abbigere, Bangalore",₹1.4 Cr,"Veeranjinappa Layout, Abbigere,Bangalore",2700,5180,4,Yes
"NS Bhavan,Racecourse, Gandhi Nagar,Bangalore","2 BHK Flat for sale in Gandhi Nagar, Bangalore",₹88.0 L,"NS Bhavan,Racecourse, Gandhi Nagar,Bangalore",798,11030,2,No
"Aditya Springs,Amrutahalli, Bangalore","2 BHK Flat for sale in Amrutahalli, Bangalore",₹46.0 L,"Aditya Springs,Amrutahalli, Bangalore",1110,4140,3,Yes
Advantage Pebble Bay,"3 BHK Flat for sale in RMV Extension Stage 2, Bangalore",₹3.0 Cr,"Nagashetty Halli, RMV Extension Stage 2,Bangalore",2770,10830,4,Yes
"Saraswathi Nagar, Vijayanagar,Bangalore","5 BHK Independent House for sale in Vijayanagar, Bangalore",₹6.7 Cr,"Saraswathi Nagar, Vijayanagar,Bangalore",3000,22330,3,Yes
